base	base.harmony	change	derivative	derivative.harmony	harmony.sum	probability	[+low,+syll] ([-syll] ?)*$	[+high,+syll] ([-syll] ?)*$	[-low,+syll] ([-syll] ?)*$	[-high,+syll] ([-syll] ?)*$	[-back,+syll] ([-syll] ?)*$	[-syll] [-syll]$	[-syll] [-syll] [-syll]	[-back,-syll,-lateral] [-syll]	^([-syll] ?)* ?[+syll] ?([-syll] ?)*$	[-syll,+son] [-syll,+son] [+syll]	[-syll,+son] [-syll,-son] [+syll]	[-syll,-son] [-syll,+son] [+syll]	[-syll,-son] [-syll,-son] [+syll]	[-syll] [-syll,+son] [-syll,+son] [+syll]	[-syll] [-syll,+son] [-syll,-son] [+syll]	[-syll] [-syll,-son] [-syll,+son] [+syll]	[-syll] [-syll,-son] [-syll,-son] [+syll]	[+low,+syll] ([-syll] ?)*$	[+high,+syll] ([-syll] ?)*$	[-low,+syll] ([-syll] ?)*$	[-high,+syll] ([-syll] ?)*$	[-back,+syll] ([-syll] ?)*$	[-syll] [-syll]$	[-syll] [-syll] [-syll]	[-back,-syll,-lateral] [-syll]	^([-syll] ?)* ?[+syll] ?([-syll] ?)*$	[-syll,+son] [-syll,+son] [+syll]	[-syll,+son] [-syll,-son] [+syll]	[-syll,-son] [-syll,+son] [+syll]	[-syll,-son] [-syll,-son] [+syll]	[-syll] [-syll,+son] [-syll,+son] [+syll]	[-syll] [-syll,+son] [-syll,-son] [+syll]	[-syll] [-syll,-son] [-syll,+son] [+syll]	[-syll] [-syll,-son] [-syll,-son] [+syll]	F: Ident [back]
		Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]					-5.974552242940602	-7.080785214406037	0	0	0	-4.2561771305512694	0	0	-0.023028404180671647	0	0	0	0	0	-0.0019181206294383972	0	0	0	0	0	0	0	0	-0.5552184554549279	-2.4751728616916506	-0.05277977892617859	0	0	0	-0.09666959127248057	-0.02049130326812116	-0.08003165991654859	0	0	0
		Insert [a] at -1, Delete 1 segment at last nucleus					-3.542845204545006	-6.663528138009077	-0.002999561244166618	0	-1.0613709126246604	-4.131145095558872	-0.08355484612572313	-0.06109619768800446	-0.027281535642495393	-0.006929390254868064	-0.043897923032793475	-0.05887083790642777	-0.05113061421356532	-0.001932449205711937	-0.0009332781437170889	0	-0.009107684785836064	0	0	0	0	0	0	-0.8469231076932109	-1.1253989205506585	-0.07129409275307867	-0.18461907229111219	-0.22579547270552172	-0.10684138898173012	0	-0.03180316471004667	-0.06620479178710803	0	0	0
		Insert [a] at -1					0	0	-2.278193289392715	-2.406301174708261	-0.202225771827821	0	0	-0.12669702634704239	0	-0.0050670327969464385	0	0	0	-0.0011432458822702213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0031885456059652434	0	0	0	0
							GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP
r a nj e x	-1.064	Insert [a] at -1, Delete 1 segment at last nucleus	r a nj x a	-1.351	-2.415	0.08147179637091927	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
r a nj e x	-4.887	Insert [a] at -1	r a nj e x a	0	-4.887	0.0068775116211981565	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n o x v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n o x v a	0	-4.279	0.4829260479814443	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
n o x v	-4.684	Insert [a] at -1	n o x v a	0	-4.684	0.32210047536315	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
n o x v	-4.161	Insert [a] at -1, Delete 1 segment at last nucleus	n x v a	-1.025	-5.186	0.19497347665540565	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
n x o v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n x v a	-0.608	-0.631	0.608411763728426	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
n x o v	-0.074	Insert [a] at -1, Delete 1 segment at last nucleus	n x v a	-1.025	-1.099	0.3810200108696353	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
n x o v	-4.684	Insert [a] at -1	n x o v a	0	-4.684	0.010568225401938814	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
zj i n x o v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zj i n x v a	-0.555	-0.555	0.6037616493599968	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
zj i n x o v	-0.047	Insert [a] at -1, Delete 1 segment at last nucleus	zj i n x v a	-0.954	-1.001	0.3865184101134444	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
zj i n x o v	-4.684	Insert [a] at -1	zj i n x o v a	0	-4.684	0.00971994052655883	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g a n x o v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	g a n x v a	-0.555	-0.555	0.6037616493599968	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
g a n x o v	-0.047	Insert [a] at -1, Delete 1 segment at last nucleus	g a n x v a	-0.954	-1.001	0.3865184101134444	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
g a n x o v	-4.684	Insert [a] at -1	g a n x o v a	0	-4.684	0.00971994052655883	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
s u n x o v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	s u n x v a	-0.555	-0.555	0.6037616493599968	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
s u n x o v	-0.047	Insert [a] at -1, Delete 1 segment at last nucleus	s u n x v a	-0.954	-1.001	0.3865184101134444	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
s u n x o v	-4.684	Insert [a] at -1	s u n x o v a	0	-4.684	0.00971994052655883	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k u n x o v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	k u n x v a	-0.555	-0.555	0.6037616493599968	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
k u n x o v	-0.047	Insert [a] at -1, Delete 1 segment at last nucleus	k u n x v a	-0.954	-1.001	0.3865184101134444	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
k u n x o v	-4.684	Insert [a] at -1	k u n x o v a	0	-4.684	0.00971994052655883	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
p u n xj e v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	p u n x v a	-0.555	-0.555	0.9320304946041053	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
p u n xj e v	-1.108	Insert [a] at -1, Delete 1 segment at last nucleus	p u n xj v a	-2.264	-3.372	0.05572147017883609	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0
p u n xj e v	-4.887	Insert [a] at -1	p u n xj e v a	0	-4.887	0.012248035217058643	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
n xj e v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n x v a	-0.608	-0.631	0.9323100304661059	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1
n xj e v	-1.136	Insert [a] at -1, Delete 1 segment at last nucleus	n xj v a	-2.335	-3.471	0.05447083441536629	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0
n xj e v	-4.887	Insert [a] at -1	n xj e v a	0	-4.887	0.013219135118527897	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
n o x v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n o x v a	0	-4.279	0.4829260479814443	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
n o x v	-4.684	Insert [a] at -1	n o x v a	0	-4.684	0.32210047536315	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
n o x v	-4.161	Insert [a] at -1, Delete 1 segment at last nucleus	n x v a	-1.025	-5.186	0.19497347665540565	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
nj e x v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	nj o x v a	0	-4.279	0.6290261730893072	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
nj e x v	-4.887	Insert [a] at -1	nj e x v a	0	-4.887	0.3424661656740919	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
nj e x v	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	nj x v a	-2.15	-7.372999999999999	0.02850766123660089	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0
pj i nj e x v	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	pj i nj o x v a	0	-4.256	0.6325472696110762	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
pj i nj e x v	-4.887	Insert [a] at -1	pj i nj e x v a	0	-4.887	0.336552768443225	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
pj i nj e x v	-5.196	Insert [a] at -1, Delete 1 segment at last nucleus	pj i nj x v a	-2.079	-7.275	0.030899961945698655	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0
n x o v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n x v a	-0.608	-0.631	0.608411763728426	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
n x o v	-0.074	Insert [a] at -1, Delete 1 segment at last nucleus	n x v a	-1.025	-1.099	0.3810200108696353	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
n x o v	-4.684	Insert [a] at -1	n x o v a	0	-4.684	0.010568225401938814	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
zh i n xj e v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh i n x v a	-0.555	-0.555	0.9320304946041053	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
zh i n xj e v	-1.108	Insert [a] at -1, Delete 1 segment at last nucleus	zh i n xj v a	-2.264	-3.372	0.05572147017883609	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0
zh i n xj e v	-4.887	Insert [a] at -1	zh i n xj e v a	0	-4.887	0.012248035217058643	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
n xj e v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n x v a	-0.608	-0.631	0.9323100304661059	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1
n xj e v	-1.136	Insert [a] at -1, Delete 1 segment at last nucleus	n xj v a	-2.335	-3.471	0.05447083441536629	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0
n xj e v	-4.887	Insert [a] at -1	n xj e v a	0	-4.887	0.013219135118527897	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
n x o v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n x v a	-0.608	-0.631	0.608411763728426	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
n x o v	-0.074	Insert [a] at -1, Delete 1 segment at last nucleus	n x v a	-1.025	-1.099	0.3810200108696353	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
n x o v	-4.684	Insert [a] at -1	n x o v a	0	-4.684	0.010568225401938814	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
t a n o x l	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	t a n o x l a	0	-4.256	0.47915910090920383	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t a n o x l	-4.684	Insert [a] at -1	t a n o x l a	0	-4.684	0.3123213714773165	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t a n o x l	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	t a n x l a	-0.954	-5.088	0.2085195276134796	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
n x o l	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n x l a	-0.608	-0.631	0.608411763728426	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
n x o l	-0.074	Insert [a] at -1, Delete 1 segment at last nucleus	n x l a	-1.025	-1.099	0.3810200108696353	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
n x o l	-4.684	Insert [a] at -1	n x o l a	0	-4.684	0.010568225401938814	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
nj e x l	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	nj o x l a	0	-4.279	0.6290261730893072	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
nj e x l	-4.887	Insert [a] at -1	nj e x l a	0	-4.887	0.3424661656740919	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
nj e x l	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	nj x l a	-2.15	-7.372999999999999	0.02850766123660089	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0
nj e x l	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	nj o x l a	0	-4.279	0.6290261730893072	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
nj e x l	-4.887	Insert [a] at -1	nj e x l a	0	-4.887	0.3424661656740919	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
nj e x l	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	nj x l a	-2.15	-7.372999999999999	0.02850766123660089	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0
sh a n o x l	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	sh a n o x l a	0	-4.256	0.47915910090920383	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sh a n o x l	-4.684	Insert [a] at -1	sh a n o x l a	0	-4.684	0.3123213714773165	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sh a n o x l	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	sh a n x l a	-0.954	-5.088	0.2085195276134796	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
xj i n o x l	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	xj i n o x l a	0	-4.256	0.47915910090920383	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
xj i n o x l	-4.684	Insert [a] at -1	xj i n o x l a	0	-4.684	0.3123213714773165	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
xj i n o x l	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	xj i n x l a	-0.954	-5.088	0.2085195276134796	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
zj i n x o l	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zj i n x l a	-0.555	-0.555	0.6037616493599968	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
zj i n x o l	-0.047	Insert [a] at -1, Delete 1 segment at last nucleus	zj i n x l a	-0.954	-1.001	0.3865184101134444	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
zj i n x o l	-4.684	Insert [a] at -1	zj i n x o l a	0	-4.684	0.00971994052655883	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g a n x o l	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	g a n x l a	-0.555	-0.555	0.6037616493599968	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
g a n x o l	-0.047	Insert [a] at -1, Delete 1 segment at last nucleus	g a n x l a	-0.954	-1.001	0.3865184101134444	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
g a n x o l	-4.684	Insert [a] at -1	g a n x o l a	0	-4.684	0.00971994052655883	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
nj e x l	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	nj o x l a	0	-4.279	0.6290261730893072	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
nj e x l	-4.887	Insert [a] at -1	nj e x l a	0	-4.887	0.3424661656740919	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
nj e x l	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	nj x l a	-2.15	-7.372999999999999	0.02850766123660089	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0
pj i n o x l	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	pj i n o x l a	0	-4.256	0.47915910090920383	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
pj i n o x l	-4.684	Insert [a] at -1	pj i n o x l a	0	-4.684	0.3123213714773165	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
pj i n o x l	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	pj i n x l a	-0.954	-5.088	0.2085195276134796	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
r a n o x l	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	r a n o x l a	0	-4.256	0.47915910090920383	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
r a n o x l	-4.684	Insert [a] at -1	r a n o x l a	0	-4.684	0.3123213714773165	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
r a n o x l	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	r a n x l a	-0.954	-5.088	0.2085195276134796	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
n o x l	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n o x l a	0	-4.279	0.4829260479814443	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
n o x l	-4.684	Insert [a] at -1	n o x l a	0	-4.684	0.32210047536315	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
n o x l	-4.161	Insert [a] at -1, Delete 1 segment at last nucleus	n x l a	-1.025	-5.186	0.19497347665540565	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
x u n o x m	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x u n o x m a	0	-4.256	0.47915910090920383	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
x u n o x m	-4.684	Insert [a] at -1	x u n o x m a	0	-4.684	0.3123213714773165	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
x u n o x m	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	x u n x m a	-0.954	-5.088	0.2085195276134796	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
n xj e m	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n x m a	-0.608	-0.631	0.9323100304661059	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1
n xj e m	-1.136	Insert [a] at -1, Delete 1 segment at last nucleus	n xj m a	-2.335	-3.471	0.05447083441536629	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0
n xj e m	-4.887	Insert [a] at -1	n xj e m a	0	-4.887	0.013219135118527897	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
n x o m	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n x m a	-0.608	-0.631	0.608411763728426	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
n x o m	-0.074	Insert [a] at -1, Delete 1 segment at last nucleus	n x m a	-1.025	-1.099	0.3810200108696353	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
n x o m	-4.684	Insert [a] at -1	n x o m a	0	-4.684	0.010568225401938814	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
n o x m	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n o x m a	0	-4.279	0.4829260479814443	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
n o x m	-4.684	Insert [a] at -1	n o x m a	0	-4.684	0.32210047536315	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
