base	derivative	probability	sublexicon	[-syllabic]$	[+syllabic]$	[-sonorant,-continuant]$	[-sonorant,+continuant]$	[+sonorant,-continuant]$	[+sonorant,+continuant]$	a$	o$	i$	e$	j e$	[-syllabic,+high] e$	ɛ̃$	õ$	ã$	[+nasal]$	j ɛ̃$	[-syllabic,+high] ɛ̃$	œ ʁ$	t œ ʁ$	ʁ$	a ʁ$	[-syllabic]$	[+syllabic]$	[-sonorant,-continuant]$	[-sonorant,+continuant]$	[+sonorant,-continuant]$	[+sonorant,+continuant]$	a$	o$	i$	e$	j e$	[-syllabic,+high] e$	ɛ̃$	õ$	ã$	[+nasal]$	j ɛ̃$	[-syllabic,+high] ɛ̃$	œ ʁ$	t œ ʁ$	ʁ$	a ʁ$	F: Ident [continuant]	F: Ident [voice]	F: Ident [nasal]
a s t ʁ o f i z i s j ɛ̃	a s t ʁ o f i z i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
a f ʁ i k ɛ̃	a f ʁ i k ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
p o l i t e k n i s j ɛ̃	p o l i t e k n i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
k u ʁ t i z ã	k u ʁ t i z a n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ɡ ʁ a m e ʁ j ɛ̃	ɡ ʁ a m e ʁ j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
s ə ʁ ɛ̃	s ə ʁ ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
k a l i f o ʁ n j ɛ̃	k a l i f o ʁ n j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
s y z ʁ ɛ̃	s y z ʁ ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ɡ a ʁ d j ɛ̃	ɡ a ʁ d j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
p a ʁ t i z ã	p a ʁ t i z a n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ʁ u m ɛ̃	ʁ u m ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ʃ e k s p i ʁ j ɛ̃	ʃ e k s p i ʁ j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
e s t e t i s j ɛ̃	e s t e t i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
k ʁ e t j ɛ̃	k ʁ e t j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
e p i s k o p a l j ɛ̃	e p i s k o p a l j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
a l z a s j ɛ̃	a l z a s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
l i s e ɛ̃	l i s e ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
a f ʁ o k y b ɛ̃	a f ʁ o k y b ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
v e ʒ e t a l j ɛ̃	v e ʒ e t a l j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
p o l i t i s j ɛ̃	p o l i t i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
o t ʁ i ʃ j ɛ̃	o t ʁ i ʃ j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
d j a l e k t i s j ɛ̃	d j a l e k t i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
m a t e m a t i s j ɛ̃	m a t e m a t i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
t a k t i s j ɛ̃	t a k t i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
s u v ʁ ɛ̃	s u v ʁ ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ø ʁ o p e ɛ̃	ø ʁ o p e ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
k õ t ã p o ʁ ɛ̃	k õ t ã p o ʁ ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
m a ʒ i s j ɛ̃	m a ʒ i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
k o l õ b j ɛ̃	k o l õ b j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
k o m e d j ɛ̃	k o m e d j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
v o ʁ j ɛ̃	v o ʁ j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
s a a ʁ j ɛ̃	s a a ʁ j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
k o l e ʒ j ɛ̃	k o l e ʒ j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
m a ʁ a t o n j ɛ̃	m a ʁ a t o n j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
m õ d ɛ̃	m õ d ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
s i s i l j ɛ̃	s i s i l j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
s y d a m e ʁ i k ɛ̃	s y d a m e ʁ i k ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
b o l i v j ɛ̃	b o l i v j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ã s j ɛ̃	ã s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
m a ʁ o k ɛ̃	m a ʁ o k ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ʃ j ɛ̃	ʃ j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
m y z y l m ã	m y z y l m a n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
p a ʁ i z j ɛ̃	p a ʁ i z j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
y m ɛ̃	y m ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
i t l e ʁ j ɛ̃	i t l e ʁ j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
t e o ʁ i s j ɛ̃	t e o ʁ i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ɛ̃ f o ʁ m a t i s j ɛ̃	ɛ̃ f o ʁ m a t i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ã ɡ l i k ã	ã ɡ l i k a n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
t e k n i s j ɛ̃	t e k n i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
a l ʒ e ʁ j ɛ̃	a l ʒ e ʁ j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
s a k ʁ i s t ɛ̃	s a k ʁ i s t ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
a f ɡ ã	a f ɡ a n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
a i s j ɛ̃	a i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ʃ i ʁ y ʁ ʒ j ɛ̃	ʃ i ʁ y ʁ ʒ j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
e m i l j ɛ̃	e m i l j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
k i ʁ o p ʁ a t i s j ɛ̃	k i ʁ o p ʁ a t i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
t ʁ a ʒ e d j ɛ̃	t ʁ a ʒ e d j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
d j e t e t i s j ɛ̃	d j e t e t i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
p a j ɛ̃	p a j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ɛ̃ d o n e z j ɛ̃	ɛ̃ d o n e z j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
k l i n i s j ɛ̃	k l i n i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
p u l ɛ̃	p u l ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
l o ʒ i s j ɛ̃	l o ʒ i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
p ʁ o ʃ ɛ̃	p ʁ o ʃ ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
p e i z ã	p e i z a n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
o p s t e t ʁ i s j ɛ̃	o p s t e t ʁ i s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
n ɛ̃	n ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
v a l ã s j ɛ̃	v a l ã s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
n a p o l i t ɛ̃	n a p o l i t ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
p e ʁ s ã	p e ʁ s a n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ø ʁ a z j ɛ̃	ø ʁ a z j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ʁ e p y b l i k ɛ̃	ʁ e p y b l i k ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
s e v i l ã	s e v i l a n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
n e k ʁ o m ã s j ɛ̃	n e k ʁ o m ã s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ʁ o m ɛ̃	ʁ o m ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
l y t e ʁ j ɛ̃	l y t e ʁ j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
m e ʁ i d j ɛ̃	m e ʁ i d j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ʒ i t ã	ʒ i t a n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
l o ʁ ɛ̃	l o ʁ ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
e k ʁ i v ɛ̃	e k ʁ i v ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
m õ ɡ o l j ɛ̃	m õ ɡ o l j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
s i t w a j ɛ̃	s i t w a j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
p ã	p a n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
t e k s ã	t e k s a n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
b a b i l o n j ɛ̃	b a b i l o n j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
d a l m a s j ɛ̃	d a l m a s j ɛ n	1	Insert [n] at -1, Mutate the segment(s) at -2 to [-nasal]	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
