base	base.harmony	change	derivative	derivative.harmony	harmony.sum	probability	^([-syllabic] ?)*([+syllabic] ?)+([-syllabic] ?)*$	t$	ʧ$	p$	k$	[+sonorant] t$	[+sonorant] ʧ$	[+sonorant] p$	[+sonorant] k$	[-sonorant] t$	[-sonorant] ʧ$	[-sonorant] p$	[-sonorant] k$	[+syllabic] t$	[+syllabic] ʧ$	[+syllabic] p$	[+syllabic] k$	[-syllabic] t$	[-syllabic] ʧ$	[-syllabic] p$	[-syllabic] k$	[+syllabic,+high] t$	[+syllabic,+high] ʧ$	[+syllabic,+high] p$	[+syllabic,+high] k$	[+syllabic,-high] t$	[+syllabic,-high] ʧ$	[+syllabic,-high] p$	[+syllabic,-high] k$	^([-syllabic] ?)*([+syllabic] ?)+([-syllabic] ?)*$	t$	ʧ$	p$	k$	[+sonorant] t$	[+sonorant] ʧ$	[+sonorant] p$	[+sonorant] k$	[-sonorant] t$	[-sonorant] ʧ$	[-sonorant] p$	[-sonorant] k$	[+syllabic] t$	[+syllabic] ʧ$	[+syllabic] p$	[+syllabic] k$	[-syllabic] t$	[-syllabic] ʧ$	[-syllabic] p$	[-syllabic] k$	[+syllabic,+high] t$	[+syllabic,+high] ʧ$	[+syllabic,+high] p$	[+syllabic,+high] k$	[+syllabic,-high] t$	[+syllabic,-high] ʧ$	[+syllabic,-high] p$	[+syllabic,-high] k$	F: Ident [back]	F: Ident [labial]	F: Ident [coronal]	F: Ident [dorsal]
n i k e t	-2.483	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	n i k e d i	0	-2.483	0.04382479117398085	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n i k e t	-10.977	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	n i k e t	-10.89	-21.867	3.124822846587464e-10	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
n ɯ r k	-0.476	Insert [i] at -1	n ɯ r k i	0	-0.476	0.8889018737437634	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n ɯ r k	-1.714	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	n ɯ r g i	0	-1.714	0.11074667082653494	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n ɯ r k	-8.092	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	n ɯ r i	0	-8.092	0.00035145542970173624	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
n ø n y k	0	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	n ø n y i	0	0	0.9195466295427535	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
n ø n y k	-2.656	Insert [i] at -1	n ø n y k i	0	-2.656	0.08044228589049765	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n ø n y k	-10.701	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	n ø n y g i	0	-10.701	0.00001108456674887012	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n u k	-2.656	Insert [i] at -1	n u k i	0	-2.656	0.9313485873121508	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n u k	-2.551	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	n u i	-2.494	-5.045	0.06857817959509027	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
n u k	-11.262	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	n u g i	0	-11.262	0.00007323309275899114	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n y r t	-0.396	Insert [i] at -1	n y r t i	0	-0.396	0.9246827492001632	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n y r t	-2.059	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	n y r d i	0	-2.059	0.0753172507265003	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n y r t	-11.784	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	n y r t	-11.65	-23.434	7.333641756912144e-11	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n u t	-0.58	Insert [i] at -1	n u t i	0	-0.58	0.8823361736032795	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n u t	-1.75	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	n u d i	0	-1.75	0.11766382638862602	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n u t	-12.957	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	n u t	-12.818	-25.775	8.094458909292465e-12	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
p a n ʧ	-1.449	Insert [i] at -1	p a n ʧ i	0	-1.449	0.5760896965801742	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p a n ʧ	-0.911	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	p a n ʤ i	0	-0.911	0.42391029685901166	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p a n ʧ	-9.825	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	p a n ʧ	-9.695	-19.52	6.560814143750935e-9	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p e r i k	0	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	p e r i i	0	0	0.9195466295427535	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
p e r i k	-2.656	Insert [i] at -1	p e r i k i	0	-2.656	0.08044228589049765	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p e r i k	-10.701	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	p e r i g i	0	-10.701	0.00001108456674887012	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p e t	-0.245	Insert [i] at -1	p e t i	0	-0.245	0.9744874587109307	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p e t	-3.043	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	p e d i	0	-3.043	0.02551254128701794	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p e t	-13.528	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	p e t	-13.384	-26.912	2.0513913271671257e-12	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
p ɯ k	-2.656	Insert [i] at -1	p ɯ k i	0	-2.656	0.9313485873121508	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p ɯ k	-2.551	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	p ɯ i	-2.494	-5.045	0.06857817959509027	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
p ɯ k	-11.262	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	p ɯ g i	0	-11.262	0.00007323309275899114	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p ɯ s ɯ t	-0.58	Insert [i] at -1	p ɯ s ɯ t i	0	-0.58	0.8105735862188107	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p ɯ s ɯ t	-1.189	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	p ɯ s ɯ d i	0	-1.189	0.18942641262561957	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p ɯ s ɯ t	-10.406	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	p ɯ s ɯ t	-10.323	-20.729	1.1555696882202748e-9	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
p o ʧ	-0.962	Insert [i] at -1	p o ʧ i	0	-0.962	0.760922091814428	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p o ʧ	-1.275	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	p o ʤ i	0	-1.275	0.239077907971965	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p o ʧ	-11.44	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	p o ʧ	-11.296	-22.735999999999997	2.1360693766648031e-10	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
p y r k	-0.476	Insert [i] at -1	p y r k i	0	-0.476	0.8889018737437634	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p y r k	-1.714	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	p y r g i	0	-1.714	0.11074667082653494	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p y r k	-8.092	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	p y r i	0	-8.092	0.00035145542970173624	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ʃ ɯ r t	-0.396	Insert [i] at -1	ʃ ɯ r t i	0	-0.396	0.9246827492001632	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʃ ɯ r t	-2.059	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	ʃ ɯ r d i	0	-2.059	0.0753172507265003	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʃ ɯ r t	-11.784	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	ʃ ɯ r t	-11.65	-23.434	7.333641756912144e-11	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s o l p	-1.196	Insert [i] at -1	s o l p i	0	-1.196	0.6191027062244401	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s o l p	-0.837	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	s o l b i	0	-0.837	0.38089725954487325	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s o l p	-8.897	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	s o l p	-8.79	-17.686999999999998	3.423068665827969e-8	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
s ø l y t	-0.58	Insert [i] at -1	s ø l y t i	0	-0.58	0.8105735862188107	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s ø l y t	-1.189	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	s ø l y d i	0	-1.189	0.18942641262561957	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s ø l y t	-10.406	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	s ø l y t	-10.323	-20.729	1.1555696882202748e-9	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
s ø n k	-0.476	Insert [i] at -1	s ø n k i	0	-0.476	0.8889018737437634	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s ø n k	-1.714	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	s ø n g i	0	-1.714	0.11074667082653494	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s ø n k	-8.092	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	s ø n i	0	-8.092	0.00035145542970173624	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
s ø t	-0.245	Insert [i] at -1	s ø t i	0	-0.245	0.9744874587109307	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s ø t	-3.043	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	s ø d i	0	-3.043	0.02551254128701794	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s ø t	-13.528	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	s ø t	-13.384	-26.912	2.0513913271671257e-12	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ʃ y k	-2.656	Insert [i] at -1	ʃ y k i	0	-2.656	0.9313485873121508	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʃ y k	-2.551	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	ʃ y i	-2.494	-5.045	0.06857817959509027	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ʃ y k	-11.262	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	ʃ y g i	0	-11.262	0.00007323309275899114	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t a t a k	-0.048	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	t a t a i	0	-0.048	0.8488020251359824	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
t a t a k	-1.993	Insert [i] at -1	t a t a k i	0	-1.993	0.151182119640961	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t a t a k	-10.311	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	t a t a g i	0	-10.311	0.00001585522305664067	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t e l p	-1.196	Insert [i] at -1	t e l p i	0	-1.196	0.6191027062244401	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t e l p	-0.837	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	t e l b i	0	-0.837	0.38089725954487325	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t e l p	-8.897	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	t e l p	-8.79	-17.686999999999998	3.423068665827969e-8	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
t i n k	-0.476	Insert [i] at -1	t i n k i	0	-0.476	0.8889018737437634	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t i n k	-1.714	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	t i n g i	0	-1.714	0.11074667082653494	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t i n k	-8.092	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	t i n i	0	-8.092	0.00035145542970173624	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
t u p	-0.793	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	t u b i	0	-0.793	0.7469211447455212	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t u p	-2.72	Insert [i] at -1	t u p i	0	-2.72	0.2530788549817964	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
